Article_Id,Article_Title,Article_Abstract_Text,Article_Keywords,Article_Year,Article_Authors,Article_Url
"11655","  OZNACZANIE WSPOLCZYNNIKA PRZEDMUCHU SILNIKA DWUTAKTOWEGO DIESLA.**1956, 10 S. MASZYN.// ","  ... ","    ","1956","  Zenon Michalowski  Jerzy Prejzner   ","   "
"11656","  Lieu de voisinage de la terre et l'eau dans l'espace urbain. Projets de galerie flottante ","  Artykuł dotyczy problematyki przeobrażeń strefy styku lądu i wody oraz prób ożywienia miejskich obszarów nadwodnych. Przybliża ideę utworzenia galerii pływającej, przemieszczającej się po drogach wodnych Gdańska, do realizacji której od 2008 roku dąży profesor architekt Lucyna Nyka. ","  GALERIA PŁYWAJĄCA PRZEOBRAŻENIA MIEJSKICH STREF NADWODNYCH  ","2012","  Lucyna Nyka  Izabela Maria Burda   ","   "
"11657","  Ekspertza techniczna dotycząca możliwości samodzielnego funkcjonowania wydzielonych lokali usługowych usytuowanych na poziomie piwnicy i parteru kamienicy mieszkalno - usługowej ","  Opracowanie zawiera opis i ocenę stanu technicznego oraz sposobu funkcjonowania lokali usługowych wraz z określeniem i zestawieniem warunków umożliwiających samodzielne funkcjonowanie lokali usługowych usytuowanych na poziomie parteru i piwnicy pod płytą tarasu przedproża. ","  EKSPERTYZA TECHNICZNA  ","2009","  Janusz Gujski   ","   "
"11658","  Ekspertyza techniczna dotycząca możliwości przebudowy i modernizacji budynku hotelowo-internatowego ","  Ekspertyza dotyczy możliwości przebudowy i modernizacji budynku hotel garnizonowego ''WIARUS'' w Gdańsku w zakresie spełnienia przepisów rozporządzenia ministra infrastruktury w sprawie warunków technicznych jakim powinnyodpowiadać budynki i ich usytuawanie z nowelizacją z dnia 12 marca 2009 roku. ","  EKSPERTYZA TECHNICZNA  ","2009","  Janusz Gujski   ","   "
"11659","  EKSPERTYZA TECHNICZNA DOTYCZĄCA   USTALENIA:       CZY ILOŚĆ KONDYGNACJI PRZEWIDZIANA W PROJEKCIE BUDOWLANYM BUDYNKU MIESZKALNO - USŁUGOWEGO W BYTOWIE, DZ. NR 23, U ZBIEGU ULICY KRÓTKIEJ Z ULICĄ JANA PAWŁA II, JEST ZGODNA Z ZAPISAMI MIEJSCOWEGO PLANU ZAGOSPODAROWANIA PRZESTRZENNEGO ŚRÓDMIEŚCIA BYTOWA (UCHWAŁA RADY MIASTA BYTOWA NR XIII/116/99 Z DNIA 26. LISTOPADA 1999 ROKU, OPUBLIKOWANA W DZIENNIKU URZĘDOWYM WOJEWÓDZTWA POMORSKIEGO NR 13/2000 POZ. 49)  CZY PROJEKT BUDOWLANY BUDYNKU MIESZKALNO - USŁUGOWEGO W BYTOWIE, DZ. NR 23, U ZBIEGU ULICY KRÓTKIEJ Z ULICĄ JANA PAWŁA II, ZAWIERA ANALIZĘ WYSOKOŚCI I ODLEGŁOŚCI KOMINÓW BUDYNKU PROJEKTOWANEGO W ODNIESIENIU DO BUDYNKÓW SĄSIEDNICH ORAZ CZY PRZEPISY TECHNICZNO - BUDOWLANE OBOWIĄZUJĄCE W DNIU ZATWIERDZENIA TEGOŻ PROJEKTU (24. CZERWCA 2003 R.) NAKŁADAŁY BEZWZGLĘDNY OBOWIĄZEK ZAMIESZCZANIA TAKIEJ ANALIZY W PROJEKTACH BUDOWLANYCH ","  ... ","  EKSPERTYZA TECHNICZNA  ","2011","  Janusz Gujski   ","   "
"11660","  OPINIA - ORZECZENIE TECHNICZNE DOTYCZĄCE BEZPIECZEŃSTWA UŻYTKOWANIA HOTELU  PAŁAC MARYSIEŃKI  W GNIEWIE, UL. ZAMKOWA 3 ","  ..... ","  OPINIA  ","2011","  Janusz Gujski   ","   "
"11661","  EKSPERTYZA TECHNICZNA DOTYCZĄCA MOŻLIWOŚCI PRZEBUDOWY I MODERNIZACJIBUDYNKU  HOTELOWEGO - SCHRONISKA MŁODZIEŻOWEGO  WYSPA ŚWIĘTEGO FRANCISZKA  ","  ... ","  EKSPERTYZA TECHNICZNA  ","2011","  Janusz Gujski   ","   "
"11662","  ANALIRYCZNE ZASTOSOWANIE SOLI ZELAZOWYCH KWASOW HYDROKSAMOWYCH. WIAD. CHEM.**1959 R. 13 Z. 9 S. 510-512 BIBLIOGR. 1 POZ.// ","  ... ","    ","1959","  Jerzy Prejzner   ","   "
"11663","  REFRAKTOMETRYCZNE BADANIE PRZEBIEGU REAKCJI W ROZTWORACH. WIAD. CHEM.**1959 R. 13 Z. 7 S. 376-377 BIBLIOGR. 1 POZ.// ","  ... ","    ","1959","  Jerzy Prejzner   ","   "
"11664","  II OGOLNOPOLSKIE SYMPOZJUM KRZEMOORGANIKOW. WIAD. CHEM.**1971 R. 25 Z. 2 S. 163-165.// ","  ... ","    ","1971","  Jerzy Prejzner   ","   "
"11665","  POLIOGRANOGLINOKSYSILOKSANY. WIAD. CHEM.**1957 R. 11 Z. 9 S. 529 BIBLIOGR. 1 POZ.// ","  ... ","    ","1957","  Jerzy Prejzner   ","   "
"11666","  O REAKCJI BROMKU ETYLU Z KRZEMEM. WIAD. CHEM.**1959 R. 13 Z. 5 S. 273-274 BIBLIOGR. 1 POZ.// ","  ... ","    ","1959","  Jerzy Prejzner   ","   "
"11667","  PROJEKT WYKONAWCZY URZADZENIA NAPEDOWEGO CHROMATOGRAFU CIECZOWO-CIECZOWEGO**1970, 8 S. 6 RYS. MASZYN.// ","  ... ","    ","1970","  Ryszard Maciakowski  Marek Kochanowski   ","   "
"11668","  ANALIZA DOPLYWU WODY DO STUDNI BEZFILTROWEJ.**1965, 44 S. 19 RYS. 6 TABL. 11 WYKR. BIBLIOGR. 18 POZ. MASZYN. ROZPRAWA DOKTORSKA(12.07.1965). POLITECHNIKA GDANSKA,INSTYTUT HYDROTECHNIKI. PROMOTOR: PROF. DR JERZY SIELSKI.// ","  ... ","    ","1965","  Teofil Piwecki   ","   "
"11669","  ORZECZENIE DOTYCZACE PRZYCZYN OSIADANIA PLYTY STADIONU.**1971, 39 S. 7 RYS. 4 TABL. 4 WYKR. MASZYN.// ","  ... ","    ","1971","  Zdzislaw Przewlocki   ","   "
"11670","  STANY NAPREZEN WOKOL POBOCZNICY PALA WCISKANEGO I WYCIAGANEGO, WBITEGO W GRUNT NIESPOISTY.**1972, 10 S. 4 RYS. 6 TABL. BIBLIOGR. 2 POZ. MASZYN.// ","  ... ","    ","1972","  Andrzej Tejchman   ","   "
"11671","  ORZECZENIE TECHNICZNE DOTYCZACE ZABEZPIECZENIA MUROW SALI RYCERSKIEJ W ZAMKU SREDNIM W MALBORKU.**1972, 23 S. 2 RYS. MASZYN. ZLEC.:  DYREKCJA MUZEUM W MALBORKU.// ","  ... ","    ","1972","  Zdzislaw Przewlocki  Stefan Wojtera  Romuald Cebertowicz   ","   "
"11672","  PROJEKT ELEKTRO-CHEMICZNEGO WZMOCNIENIA GRUNTU POD FUNDAMENT SLUPOW LINII ELEKTROENERGETYCZNEJ 220 KV KONSKO-RYBNIK.**1972, 12 S. 3 RYS. MASZYN.// ","  ... ","    ","1972","  Zdzislaw Przewlocki  Stefan Wojtera   ","   "
"11673","  ROZMIARY I KSZTALTY OTWOROW WLOTOWYCH RUREK DRENARSKICH. WIAD. MELIOR.**1971 NR 2 S. 48-53// ","  ... ","    ","1971","  Irmina Toczyłowska   ","   "
"11674","  PROJEKT WYKONAWCZY URZADZEN DO NAPINANIA WZDLUZNEGO POWLOKI DACHOWEJ W OPERZE LESNEJ W SOPOCIE**1964, 18 S. 12 RYS. MASZYN.// ","  ... ","    ","1964","  Zbigniew Kozakiewicz  Ryszard Maciakowski   ","   "
"11675","  BADANIA TECHNOLOGICZNE ODZELAZIANIA I ODMANGANIANIA WODY W STUDNI NOWEGO UJECIA MIEJSKIEGO ''STAROGARD POLUDNIE''.**1972, 17 S. 75 TABL. MASZYN. ZLEC.: PRZEDSIEBIORSTWA HYDROLOGICZNEGO W GDANSKU.// ","  ... ","    ","1972","  Józef Siuzdak  Janina Grzeskowiak  Andrzej Nurek   ","   "
"11676","  NIEKTORE ZJAWISKA FIZYKO-CHEMICZNE TOWARZYSZACE PROCESOM ELEKTROFORETYCZNYMW KOLUMNACH. I. ZMIANY TEMPERATURY. ROCZ. CHEM.**1968 R. 42 S. 321-331, 9 RYS. 18 WYKR. BIBLIOGR. 13 POZ.// ","  ... ","    ","1968","  Irena Nowosz-Arkuszewska  Tadeusz Pompowski   ","   "
"11677","  WPLYW NIEKTORYCH ORGANICZNYCH INHIBITOROW KOROZJI NA ANODOWE WLASNOSCI NIEDZI.**1966, 13 S. 6 TABL. 13 WYKR. BIBLIOGR. 30 POZ. MASZYN.// ","  ... ","    ","1966","  Swietlana Białłozór   ","   "
"11678","  WPLYW ROZPUSZCZALNIKOW NA PROCES EPIMERYZACJI PEPTYDOW. ROCZ. CHEM.**1968 R. 42 S. 47-55, 6 TABL. BIBLIOGR. 26 POZ.// ","  ... ","    ","1968","  Bozena Bator-Sawicka   ","   "
"11679","  OCENA METODAMI ELEKTROCHEMICZNYMI PREPARATOW CZASOWEJ OCHRONY PRZED KOROZJA.**1968, 61 S. 37 RYS. BIBLIOGR. 37 POZ. MASZYN.// ","  ... ","    ","1968","  Jerzy Jakobs  Zbigniew Klenowicz  B. Ryś  Irena Nowosz-Arkuszewska  Kazimierz Kulesza   ","   "
"11680","  OCHRONA CZASOWA PRZED KOROZJA MAGAZYNOWANYCH CZESCI ZAMIENNYCH. CZ. 2.**1967, 33 S. 7 RYS. 11 TABL. BIBLIOGR. 24 POZ. MASZYN.// ","  ... ","    ","1967","  Tadeusz Pompowski  Irena Nowosz-Arkuszewska  Kazimierz Kulesza  Zbigniew Klenowicz   ","   "
"11681","  BADANIA ROZDZIALU NOSNOSCI PALA POGRAZONEGO W SYPKIM OSRODKU GRUNTOWYM NA JEGO OSTRZE I POBOCZNICE. ARCH. HYDROT.**1966 T. 13 Z. 1 S. 53-120, 43 RYS. BIBLIOGR. 60 POZ.// ","  ... ","    ","1966","  Andrzej Tejchman   ","   "
"11682","  PROGRAM BADAN MODELOWYCH I TECHNIKA POMIAROW LODOLAMACZA L-1000.**1981, 6 S. MASZYN.// ","  ... ","    ","1981","  Stefan Nawrocki   ","   "
"11683","  CHARAKTERYSTYKI KOLYSAN STATKU, KRYTYCZNA OCENA STANU WIEDZY I OPRACOWANIE WYTYCZNYCH DO PROJEKTOWANIA KSZTALTU KADLUBOW STATKOW.** 1981, 110 S. 28 RYS. 1 TABL. BIBLIOGR. 17 POZ. MASZYN.// ","  ... ","    ","1981","  Dariusz Gawin   ","   "
"11684","  PODSTAWY MODELOWANIA I ANALIZA WYMIAROWA DRGAJACYCH ZBIORNIKOW Z CIECZA.**1979, 19 S. 1 RYS. 1 TABL. 6 WYKR. BIBLIOGR. 3 POZ.// ","  ... ","    ","1979","  Kazimierz Trębacki   ","   "
"11685","  OPRACOWANIE KONSTRUKCYJNE I WERYFIKACJA STANOWISK DO BADANIA MODELI FUNDAMENTOW W GRUNCIE NATURALNYM I ANALOGOWYM**1973, 11 S. 20 RYS. MASZYN.// ","  ... ","    ","1973","  Ryszard Maciakowski  Mikolaj Wojcik  Jan Zajaczkowski  Antoni Chrzan   ","   "
"11686","  Stanowisko do pomiarów i lokalizacji sygnałów akustycznych inicjowanych w procesie korozji elektrochemicznej na powierzchni ścian zbiorników ładunkowych wypełnionych ropą naftową, produktami ropochodnymi lub wodą balastową, zwłaszcza na tankowcach - Patent NR 209560 na wynalazek ","  Wynalazek dotyczy techniki weryfikacji stanu technicznego zbiorników ładunkowych z ropą naftową, produktami ropopochodnymi lub wodą balastową, zwłaszcza na tankowcach. Przedmiotem wynalazku jest stanowisko do pomiarów i lokalizacji sygnałów akustycznych inicjowanych w procesie korozji elektrochemicznej na powierzchni ścian zbiorników ładunkowych wypełnionych ropą naftową, produktami ropopochodnymi lub wodą balastową, zwłaszcza na tankowcach.  Stanowisko to jest wykorzystywane przez inspektorów straży granicznej, administracji morskiej do okresowego monitorowania stanu technicznego i stopnia skorodowania zbiorników ładunkowych tankowców, przebywających na akwenach morskich, przykładowo Unii Europejskiej, na redzie i w porcie. ","    ","2010","  Henryk Bugłacki  Wojciech Darski  Marian Borowski   ","   "
"11687","  NIEKTORE  PROBLEMY  SUROWCOWO-TECHNOLOGICZNE  W  PRODUKCJI  KRUSZYW LEKKICH SPIEKANYCH Z LUPKOW PRZYWEGLOWYCH. ZESZ. NAUK. AGH**1973 NR 401, ZESZ.SPEC. NR 48 S.42-43// ","  ... ","    ","1973","  Jozef Domanski  Wladyslaw Piotrowicz   ","   "
"11688","  CHARAKTERYSTYKA SUROWCOW ILASTYCH ZALEGAJACYCH NAD ZLOZAMI MIEDZI W LUBINIE.**1971, 307 S.25 RYS.19 TABL.35 WYKR.BIBLIOGR.22 POZ.MASZYN.// ","  ... ","    ","1971","  Wladyslaw Piotrowicz   ","   "
"11689","  WYTYCZNE OKRESLANIA WSPOLCZYNNIKA FILTRACJI METODAMI POSREDNIMI I LABORATORYJNYMI. WARSZAWA:WYDAW.GEOL.**1977, 42 S.15 RYS.// ","  ... ","    ","1977","  Bohdan Kozerski   ","   "
"11690","  PATENT. POLSKA, NR 109609. SPOSOB ZMNIEJSZANIA TETNIEN PRADU W ODBIORNIKU ZASILANYM NAPIECIEM ZMIENNYM. POLITECHNIKA GDANSKA, GDANSK (POLSKA). WSPOLTW. WYNAL. HEMPOWICZ P., KARWOWSKI M. ZGLOSZ. NR P-206339 Z 22.04.78 OPUBL.31.05**1982, 4 S. 2 RYS.// ","  ... ","    ","1982","  Paweł Hempowicz  Marek Karwowski   ","   "
"11691","  OCHRONA KATODOWA RUSZTOW NAPOWIETRZAJACYCH OCZYSZCZALNI SCIEKOW W TYCHACH.**1969, 26 S.13 RYS. 1 TABL. MASZYN.// ","  ... ","    ","1969","  Romuald Juchniewicz  Tadeusz Pompowski  Władysław Bohdanowicz  Jerzy Walaszkowski  Zenon Hirsch  Zygmunt Jankowski   ","   "
"11692","  BADANIA ZAGROZENIA KOROZYJNEGO INSTALACJI PALIWOWYCH NA TERENIE JEDNOSTKI WOJSKOWEJ 3117.**1971,18 S.1 RYS.5 TABL.MASZYN.// ","  ... ","    ","1971","  Romuald Juchniewicz  Jerzy Walaszkowski  Władysław Bohdanowicz   ","   "
"11693","  BADANIA ZAGROZENIA KOROZYJNEGO ISTNIEJACYCH I PROJEKTOWANYCH INSTALACJI PALIWOWYCH NA TERENIE JEDNOSTKI WOJSKOWEJ 1958.**1971,18 S.1RYS.5 TABL.MASZYN.// ","  ... ","    ","1971","  Romuald Juchniewicz  Jerzy Walaszkowski  Władysław Bohdanowicz   ","   "
"11694","  IZUCENIE VOPROSOV VLIJANIJA ELEKTROZASCITY NA SOSEDNIJE SOORUZENIJA I RAZRABOTKA METODOV SOVMESTNOJZASCITY GORODSKICH PODZEMNYCH SOORUZENIJ.BADANIE WPLYWU OCHRONY ELEKTROCHEMICZNEJ NA SASIEDNIE ZATOPIONE I ZAKOPANE KONSTRUKCJE METALOWE.**1969, 21 S.13 RYS. 2 TABL. BIBLIOGR. 5 POZ. MASZYN.// ","  ... ","    ","1969","  Romuald Juchniewicz  Jerzy Walaszkowski  Władysław Bohdanowicz  Andrzej Widuchowski   ","   "
"11695","  OCHRONA PRZECIWKOROZYJNA ZEWNETRZNYCH POWIERZCHNI KONSTRUKCJI I URZADZEN NAODDZIALE OCZYSZCZANIA GAZOW SZYBOWYCH I KONWERTOROWYCH. CZ.1.**1971, 27 S. 7 TABL. BIBLIOGR. 10 POZ. MASZYN.// ","  ... ","    ","1971","  Irena Nowosz-Arkuszewska  Kazimierz Kulesza   ","   "
"11696","  ZASTOSOWANIE METODY POTENCJOSTATYCZNEJ DO BADAN POWLOK OLEJOWYCH CZASOWEJ OCHRONY.CZ.2. OCHR.PRZED KOROZJA**1974 NR 2 S.33-36, 4 WYKR. BIBLIOGR.1 POZ.// ","  ... ","    ","1973","  Irena Nowosz-Arkuszewska   ","   "
"11697","  ZJAWISKA FIZYKOCHEMICZNE TOWARZYSZACE PROCESOM ELEKTROFORETYCZNYM W KOLUMNACH.II.PROBA WYJASNIENIA CHARAKTERYSTYCZNEGO PRZEBIEGU ZMIAN TEMPERATURY W NIEKTORYCH UKLADACH W ZALEZNOSCI OD KIERUNKU PRZEPLYWU PRADU. ROCZ.CHEM.**1968 R. 42 S.1083-1093, 15 RYS. 22 WYKR. BIBLIOGR. 12 POZ.// ","  ... ","    ","1965","  Irena Nowosz-Arkuszewska  Tadeusz Pompowski   ","   "
"11698","  WSPOLZALEZNOSC  PROCENTOWA  ZAWARTOSCI SUBSTANCJI ILASTYCH I ZANIECZYSZCZEN WEGLANOWYCH W SUROWCACH JAKO CZYNNIK DECYDUJACY O WLASNOSCIACH TECHNICZNYCH KERAMZYTU.CZ.1 I 2.**1973,116 S.57 RYS.40 TABL. MASZYN.// ","  ... ","    ","1973","  Jozef Domanski  Wladyslaw Piotrowicz   ","   "
"11699","  POSADOWIENIE BUDOWLI MELIORACYJNYCH NA TORFACH. WIAD.MELIOR.**1965 NR 4 S.85-89.// ","  ... ","    ","1965","  Irmina Toczyłowska   ","   "
"11700","  LAMINATY POLISTEROWO-SZKLANE W BUDOWNICTWIE WODNYM. W:[MATERIALY] KONFERENCJA NAUKOWO-TECHNICZNA ''ZASTOSOWANIE TWORZYW SZTUCZNYCH W BUDOWNICTWIE WODNYM I MELIORACYJNYM''.GDANSK,10-11.10.1972.GDANSK:NOT**1972 S.12// ","  ... ","    ","1972","  Andrzej Szubstarski   ","   "
"11701","  AUTOMATYZACJA PRODUKCJI PRASOWANYCH PRZEKLADEK Z DREWNA TOPOLOWEGO**1980, 23 S. 21 A 1 RYS. 8 TABL. 6 WYKR. MASZYN.// ","  ... ","    ","1980","  Ryszard Sieminski  Jerzy Ciepielowski  Jerzy Issajewicz   ","   "
"11702","  O ROZWIAZANIU NIEKTORYCH ZAGADNIEN FILTRACJI USTALONEJ. ARCH. HYDROT.**1970 T.17 Z.2 S.161-167, 5 RYS. BIBLIOGR. 4 POZ.// ","  ... ","    ","1970","  Teofil Piwecki  Zdzislaw Sokolski   ","   "
"11703","  ZASTOSOWANIE METODY ANALOGII ELEKTRYCZNEJ PRZY WYZNACZANIU DOGODNYCH WARUNKOW POBORU I ZRZUTU WODY W CELU CHLODZENIA URZADZEN PRZEMYSLOWYCH. ARCH.HYDROT.**1959 T.6 Z.2 S.111-125// ","  ... ","    ","1959","  Teofil Piwecki   ","   "
"11704","  LINIOWY MODEL TRANSFORMACJI PRZEPLYWOW. ARCH.HYDROT.**1974 T.21 Z.4 S.605-611, 4 RYS. BIBLIOGR. 8 POZ.// ","  ... ","    ","1974","  Teofil Piwecki  Romuald Szymkiewicz   ","   "
"11705","  HYDROGEOLOGICZNE PROBLEMY BADAWCZE POLSKIEGO WYBRZEZA BALTYKU. TECH.GOSP.MORR.**1977 NR 12 S. 735-738, 5 RYS. BIBLIOGR. 11 POZ.// ","  ... ","    ","1977","  Bohdan Kozerski   ","   "
"11706","  ODDZIALYWANIE GRUNTU NA SCIAGI NABRZEZY OCZEPOWYCH. ARCH.HYDROT.**1965 T.12 Z.3 S. 3-104, 72 RYS. 13 TABL. BIBLIOGR. 19 POZ.// ","  ... ","    ","1965","  Mikolaj Wegrzyn   ","   "
"11707","  STANOWISKO BADAWCZE DO OPRACOWANIA TECHNOLOGII WYTWARZANIA PROFILI Z LAMINATOW METODA PRZECIAGANIA.**1971,12 S.7 RYS. MASZYN.// ","  ... ","    ","1971","  Zbigniew Kozakiewicz  Jerzy Doerffer   ","   "
"11708","  OCENKA OPASNOSTI KOROZJI PODZIEMNYCH METALICESKICH KONSTRUKCJI,VYZVANNOJ VOZDIEJSTVIEM KATODNOJ ZASCITY.OCENA ZAGROZENIA KOROZYJNEGO PODZIEMNYCH,METALOWYCH KONSTRUKCJI.**1971, 6 S. 7 RYS. BIBLIOGR. 10 POZ. MASZYN.// ","  ... ","    ","1971","  Romuald Juchniewicz  Henryk Strzelecki  Jerzy Walaszkowski  Andrzej Widuchowski  Władysław Bohdanowicz   ","   "
"11709","  CHARAKTERYSTYKA GRANULOMETRYCZNA,STRUKTURALNA I CHEMICZNO-MINERALOGICZNA WYBRANYCH PROB ZANIECZYSZCZEN  ILASTYCH,WYSTEPUJACYCH W ZLOZACH KRUSZYW BUDOWLANYCH.**1976, 65 S. 2 RYS. 15 TABL. 22 WYKR. MASZYN.// ","  ... ","    ","1976","  Jozef Domanski  Jadwiga Lipinska   ","   "
"11710","  BADANIA TRWALOSCI POWLOK NALOZONYCH NA POWIERZCHNIE STALOWE NIEDOKLADNIE OCZYSZCZONE Z RDZY ORAZ POWLOK KOMBINOWANYCH.ETAP I.**1971, 16 S. 3 TABL. BIBLIOGR. 26 POZ. MASZYN.// ","  ... ","    ","1971","  Jerzy Jakobs  Zbigniew Klenowicz  Jacek Bordziłowski   ","   "
"11711","  ANALIZA ZAGROZENIA KOROZYJNEGO POWIERZCHNI WEWNETRZNYCH INSTALACJI GAZOW KONWERTOROWYCH I SZYBOWYCH W HUCIE MIEDZI GLOGOW.**1971, 29 S. 10 TABL. BIBLIOGR. 14 POZ. MASZYN.// ","  ... ","    ","1971","  Zbigniew Klenowicz  Jerzy Jakobs  Jacek Bordziłowski   ","   "
"11712","  OCHRONA PRZED KOROZJA CHLODNIC GAZOW KONWERTOROWYCH.**1971, 20 S. 5 TABL. BIBLIOGR. 13 POZ. MASZYN.// ","  ... ","    ","1971","  Zbigniew Klenowicz  Jerzy Jakobs  Jacek Bordziłowski   ","   "
"11713","  POWLOKI OCHRONNE NA KONSTRUKCJE I URZADZENIA NAZIEMNE I PODZIEMNE NOWYCH KOPALN KGHM LUBLIN.**1971, 38 S. 7 TABL. MASZYN.// ","  ... ","    ","1971","  Zbigniew Klenowicz  Jerzy Jakobs  Jacek Bordziłowski   ","   "
"11714","  ZABEZPIECZENIE PRZED KOROZJA ELEKTROFILTROW MOKRYCH W CIAGU GAZOW SZYBOWYCH.CZ.1.**1971, 15 S. BIBLIOGR. 8 POZ. MASZYN.// ","  ... ","    ","1971","  Jacek Bordziłowski  Zbigniew Klenowicz  Jerzy Jakobs   ","   "
"11715","  OPRACOWANIE DOBORU TWORZYW KONSTRUKCYJNYCH ODPORNYCH NA DZIALANIE GAZOW KONWERTOROWYCH W WARUNKACH KONDENSACJI SKLADNIKOW.**1974, 28 S. 5 TABL. 10 WYKR. BIBLIOGR. 12 POZ. MASZYN.// ","  ... ","    ","1974","  Zbigniew Muziol  Jacek Bordziłowski   ","   "
"11716","  OCENA PROJEKTOW WSTEPNYCH 3 STOPEROW HYDRAULICZNYCH PRZEZNACZONYCH DO PRACYNA POCHYLNI B-I**1976, 21 S. 2 RYS. MASZYN.// ","  ... ","    ","1976","  Ryszard Maciakowski   ","   "
"11717","  WSTEPNE ZALOZENIA DO ROZPLANOWANIA I OPRZYRZADOWANIA PRODUKCJI W HALI G-08 W STOCZNI IM.KOMUNY PARYSKIEJ W GDYNI.**1967, 48 S. MASZYN.// ","  ... ","    ","1967","  Jerzy Doerffer  Lucjan Palasik   ","   "
"11718","  ZABEZPIECZENIE PRZECIWKOROZYJNE URZADZEN CZESCI MOKREJ CIAGU GAZOW SZYBOWYCH.**1974, 25 S. 8 RYS. 3 TABL. 1 WYKR. BIBLIOGR. 6 POZ. MASZYN.// ","  ... ","    ","1974","  Jacek Bordziłowski  Jerzy Kamrowski   ","   "
"11719","  WPLYW STANOW PULAPKOWYCH NA WIDMOWE CHARAKTERYSTYKI FOTOPRADU W MONO- I POLI-KRYSZTALACH ANTRACENU I TETRACENU. W: MATERIALY OGOLNOPOLSKIEJ KONFERENCJI ''KRYSZTALY MOLEKULARNE 81''. GDANSK-WDZYDZE, 15-18 CZERWIEC 1981. GDANSK: P. GDAN., INST. FIZYKI**1981 S. 83-87, 4 RYS. BIBLIOGR. 7 POZ.// ","  ... ","    ","1981","  Jan Godlewski  Ryszard Signerski  Jan Kalinowski   ","   "
"11720","  OCENA DESTRUKCJI POWLOK MALARSKICH W OPARCIU O POMIARY REZYSTANCYJNO-POJEMNOSCIOWE. OCHR. PRZED KOROZ.**1976 R. 19 NR 5 S. 117-120, 7 RYS. 2 WYKR. BIBLIOGR. 26 POZ.// ","  ... ","    ","1976","  Jerzy Jakobs  Tadeusz Szauer   ","   "
"11721","  KUPONOWY MIERNIK KOROZJI - GLOWICA Z KUPONAMI DYSKOWYMI.**1976, 6 S. 5 RYS. MASZYN.// ","  ... ","    ","1976","  Jerzy Jakobs  Marek Kochanowski  Ryszard Maciakowski   ","   "
"11722","  KUPONOWY MIERNIK KOROZJI NAPREZENIOWEJ.**1976, 5 S. 4 RYS. MASZYN.// ","  ... ","    ","1976","  Jerzy Jakobs  Marek Kochanowski  Ryszard Maciakowski   ","   "
"11723","  MIERNIK WODORU.**1976, 13 S. 11 RYS. MASZYN.// ","  ... ","    ","1976","  Jerzy Jakobs  Marek Kochanowski  Ryszard Maciakowski   ","   "
"11724","  MONITOROWANIE KOROZJI WEWNATRZ INSTALACJI PRZEMYSLOWYCH.**1976, 8 S. 8 RYS. BIBLIOGR. 11 POZ. MASZYN.// ","  ... ","    ","1976","  Jerzy Jakobs   ","   "
